"Date","RegionName","State","Metro","County","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2019-10-31,"Louisville","TN","Knoxville","Blount County",4882,1326.65,0.0226,0.0515,0.1614,3347
2019-10-31,"Shallotte","NC","Myrtle Beach-Conway-North Myrtle Beach","Brunswick County",4883,1321.4,0.0029,0.0038,0.0041,3737
2019-10-31,"Saint Pete Beach","FL","Tampa-St. Petersburg-Clearwater","Pinellas County",4884,2234.49,-0.0206,-0.0392,0.057,8089
2019-10-31,"Grain Valley","MO","Kansas City","Jackson County",4885,977.12,0.0139,0.0337,0.0446,6468
2019-10-31,"Woodbury","NJ","Philadelphia-Camden-Wilmington","Gloucester County",4886,1409.14,-0.0003,-0.0054,0.0017,3140
2019-10-31,"Flat Rock","MI","Detroit-Warren-Dearborn","Wayne County",4887,1002.98,-0.0146,-0.0083,0.0036,2902
2019-10-31,"Comstock Park","MI","Grand Rapids-Wyoming","Kent County",4888,1325.02,0.0037,0.005,0.0215,2075
2019-10-31,"Dudley","NC","Goldsboro","Wayne County",4889,924.4,0.0128,0.0143,-0.0085,2393
2019-10-31,"Atlantic Beach","FL","Jacksonville","Duval County",4890,1651,-0.0075,-0.0035,0.0645,6139
2019-10-31,"Firestone","CO","Greeley","Weld County",4891,1833.94,0.01,0.0159,0.0465,4533
2019-10-31,"Colfax","CA","Sacramento--Roseville--Arden-Arcade","Placer County",4892,1809.82,0.0078,0.0082,-0.023,3114
2019-10-31,"North Manchester","IN","Wabash","Wabash County",4893,920.18,0.0077,0.0165,0.0229,3089
2019-10-31,"Flat Rock","NC","Asheville","Henderson County",4894,1479.94,0.0151,0.0269,-0.003,3527
2019-10-31,"Plymouth Township","PA","Philadelphia-Camden-Wilmington","Montgomery County",4895,1762.6,-0.0063,0.0083,0.0238,2965
2019-10-31,"Newcastle","WA","Seattle-Tacoma-Bellevue","King County",4896,2475.43,-0.011,0.0046,0.0463,4656
2019-10-31,"Brewster","MA","Barnstable Town","Barnstable County",4897,1824.96,-0.0618,-0.0861,-0.0388,8315
2019-10-31,"Wingate","NC","Charlotte-Concord-Gastonia","Union County",4898,1287.04,0.0248,0.038,0.0243,2759
2019-10-31,"Granby","CT","Hartford-West Hartford-East Hartford","Hartford County",4899,1467.95,-0.0163,-0.0322,0.0221,3957
2019-10-31,"Fredericktown","OH","Mount Vernon","Knox County",4900,955.96,0.0135,0.0269,0.0379,3059
2019-10-31,"Nashville","AR",,"Howard County",4901,818.64,0.0243,0.026,0.0321,2946
2019-10-31,"Stevensville","MD","Baltimore-Columbia-Towson","Queen Annes County",4902,2022.01,0.009,0.0229,0.004,5360
2019-10-31,"Henderson","TX","Longview","Rusk County",4903,1216.6,-0.0029,0.0048,0.0418,4056
2019-10-31,"Holt","MI","Lansing-East Lansing","Ingham County",4904,1025.97,-0.0651,-0.0763,0.1647,3792
2019-10-31,"Southborough","MA","Worcester","Worcester County",4905,1848.49,-0.0571,-0.0675,-0.0126,3550
2019-10-31,"Farmerville","LA","Monroe","Union Parish",4906,976.99,-0.0307,-0.0352,-0.0328,2659
2019-10-31,"Honey Brook Township","PA","Philadelphia-Camden-Wilmington","Chester County",4907,1455.86,-0.0634,-0.0476,-0.0291,2263
2019-10-31,"La Salle","IL","Ottawa-Peru","La Salle County",4908,922.65,0.0037,-0.0025,0.022,2892
2019-10-31,"Otsego","MI","Holland","Allegan County",4909,1072.64,0.0053,0.0484,0.1184,3051
2019-10-31,"Floral City","FL","Homosassa Springs","Citrus County",4910,1117.02,-0.0056,0.0147,0.0532,3061
2019-10-31,"Berkley","CO","Denver-Aurora-Lakewood","Adams County",4911,1709.05,-0.0073,-0.012,0.0127,2559
2019-10-31,"Wadesboro","NC",,"Anson County",4912,938.12,0.0125,0.0325,0.0349,3669
2019-10-31,"Marina del Rey","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",4913,4273.62,0.0017,0.0777,0.168,1605
2019-10-31,"Bunnell","FL","Deltona-Daytona Beach-Ormond Beach","Flagler County",4914,1293.36,0.0265,0.0413,0.0024,1627
2019-10-31,"Palos Park","IL","Chicago-Naperville-Elgin","Cook County",4915,1680.57,0.0014,0.001,-0.0212,3944
2019-10-31,"Marysville","MI","Detroit-Warren-Dearborn","Saint Clair County",4916,1019.77,-0.0019,0.0546,0.0462,3964
2019-10-31,"Salida","CO",,"Chaffee County",4917,1741.84,0.0396,0.0496,0.0875,5120
2019-10-31,"Sunset Hills","MO","St. Louis","Saint Louis County",4918,1477.81,-0.0006,0.0106,0.002,3431
2019-10-31,"Liberty","KY",,"Casey County",4919,810.65,0.0155,0.0175,-0.0128,2738
2019-10-31,"Swartz Creek","MI","Flint","Genesee County",4920,1096.83,0.0635,0.1123,0.1078,6240
2019-10-31,"River Grove","IL","Chicago-Naperville-Elgin","Cook County",4921,1455.9,-0.0443,-0.0274,-0.0516,3055
2019-10-31,"Hartford","VT","Claremont-Lebanon","Windsor County",4922,1611.22,0.0338,0.0348,0.0919,1383
2019-10-31,"Myrtle Creek","OR","Roseburg","Douglas County",4923,1175.85,0.0673,0.1046,0.1386,3615
2019-10-31,"Willcox","AZ","Sierra Vista-Douglas","Cochise County",4924,772.69,0.009,-0.0038,0.0183,2208
2019-10-31,"Lehman Township","PA","New York-Newark-Jersey City","Pike County",4925,1274.35,0.0091,0.0091,-0.0063,8913
2019-10-31,"Algonac","MI","Detroit-Warren-Dearborn","Saint Clair County",4926,1041.91,-0.0317,-0.0136,0.0096,3980
2019-10-31,"Lincoln City","OR","Newport","Lincoln County",4927,1442.68,0.0161,0.0281,0.0629,8728
2019-10-31,"Northbrook","OH","Cincinnati","Hamilton County",4928,1033.74,0.0196,0.0502,0.048,4245
2019-10-31,"Budd Lake","NJ","New York-Newark-Jersey City","Morris County",4929,1957.82,-0.0243,-0.0003,0.0108,3053
2019-10-31,"Williamsport","MD","Hagerstown-Martinsburg","Washington County",4930,1176.43,0.005,-0.0082,-0.0001,3084
2019-10-31,"Northampton","PA","Allentown-Bethlehem-Easton","Northampton County",4931,1260.28,0.0174,0.0247,0.034,4066
2019-10-31,"Amity Township","PA","Reading","Berks County",4932,1237.32,-0.0105,-0.0155,-0.0221,3137
2019-10-31,"Woodlake","CA","Visalia-Porterville","Tulare County",4933,1114.46,0.0181,0.0372,0.0719,1945
2019-10-31,"Arkansas City","KS","Arkansas City-Winfield","Cowley County",4934,761.24,0.021,0.0189,0.0022,4771
2019-10-31,"Lock Haven","PA","Lock Haven","Clinton County",4935,903.21,0.0036,0.0159,0.0165,2190
2019-10-31,"Lyons","IL","Chicago-Naperville-Elgin","Cook County",4936,1401.43,-0.0171,-0.0103,-0.0155,3365
2019-10-31,"Wells","ME","Portland-South Portland","York County",4937,1516.04,-0.0812,-0.0947,0.0093,8794
2019-10-31,"Woodbury","CT","Torrington","Litchfield County",4938,1492.69,0.0129,0.0063,0.0118,5618
2019-10-31,"Prospect","CT","New Haven-Milford","New Haven County",4939,1254.26,-0.0187,-0.0294,-0.0279,7126
2019-10-31,"Pollock Pines","CA","Sacramento--Roseville--Arden-Arcade","El Dorado County",4940,1677.63,-0.0198,-0.0238,-0.0715,4130
2019-10-31,"Ashville","OH","Columbus","Pickaway County",4941,1017.53,-0.0314,-0.0306,-0.1091,3236
2019-10-31,"Morris Plains","NJ","New York-Newark-Jersey City","Morris County",4942,2283.53,0.015,0.051,0.0302,4267
2019-10-31,"Greenville","IL","St. Louis","Bond County",4943,1017.89,0.0248,0.0337,0.0659,3108
2019-10-31,"Tequesta","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County",4944,2525.91,0.0536,0.0446,0.0722,7380
2019-10-31,"Minerva","OH","Canton-Massillon","Stark County",4945,834.61,0.0309,0.0393,0.0172,3068
2019-10-31,"Saint James","MO","Rolla","Phelps County",4946,728.2,0.0286,0.0258,-0.0216,3543
2019-10-31,"Signal Mountain","TN","Chattanooga","Hamilton County",4947,1606.68,0.0224,0.0395,-0.0087,4716
2019-10-31,"Earlimart","CA","Visalia-Porterville","Tulare County",4948,1114.26,0.0189,0.0273,0.0217,1290
2019-10-31,"Shepherd","TX",,"San Jacinto County",4949,1116.36,-0.004,-0.0798,-0.1034,2575
2019-10-31,"Polk City","IA","Des Moines-West Des Moines","Polk County",4950,1155.09,0.0085,0.0217,0.0468,2498
2019-10-31,"Newton Falls","OH","Youngstown-Warren-Boardman","Trumbull County",4951,788.8,0.0309,0.0434,0.0543,3654
2019-10-31,"Barbourville","KY","London","Knox County",4952,861.94,0.0473,0.0513,-0.021,2289
2019-10-31,"Fairview","NC","Asheville","Buncombe County",4953,1416.39,0.0015,-0.0229,-0.0391,3835
2019-10-31,"Polson","MT",,"Lake County",4954,1146.51,0.0341,0.009,-0.0176,5502
2019-10-31,"York","NE",,"York County",4955,900.3,-0.0174,-0.0298,-0.1223,3243
2019-10-31,"Inverness","IL","Chicago-Naperville-Elgin","Cook County",4956,2170.22,-0.0449,-0.022,-0.0385,3119
2019-10-31,"Hastings","MI","Grand Rapids-Wyoming","Barry County",4957,1009.8,0.0504,0.0288,-0.0517,3484
2019-10-31,"New Market","TN","Morristown","Jefferson County",4958,1016.15,-0.0049,-0.003,0.0499,2841
2019-10-31,"Bowie","TX",,"Montague County",4959,1247.55,-0.0101,-0.0016,0.006,3168
2019-10-31,"Stoughton","WI","Madison","Dane County",4960,1271.9,0.0047,0.0097,0.0095,4082
2019-10-31,"Naranja","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",4961,1532.12,-0.0026,-0.0005,-0.0078,3253
2019-10-31,"Southwick","MA","Springfield","Hampden County",4962,1369.05,-0.0503,-0.0415,-0.0102,3843
2019-10-31,"Town of Pleasant Valley","NY","New York-Newark-Jersey City","Dutchess County",4963,1760.97,-0.0055,0.0013,0.0445,3188
2019-10-31,"Harwich","MA","Barnstable Town","Barnstable County",4964,1822.8,-0.0435,-0.0528,-0.0384,12014
2019-10-31,"Bandera","TX","San Antonio-New Braunfels","Bandera County",4965,1192.01,-0.0403,-0.0703,-0.1424,2155
2019-10-31,"Washington","IN","Washington","Daviess County",4966,896.75,0.0013,0.0208,0.0478,4020
2019-10-31,"Grayling","MI",,"Crawford County",4967,947.89,0.015,0.0244,0.0203,4824
2019-10-31,"Beecher","MI","Flint","Genesee County",4968,643.47,0.0205,0.0354,0.0632,1170
2019-10-31,"Denton","MD",,"Caroline County",4969,1442.84,-0.0313,-0.0226,-0.018,3732
2019-10-31,"West Terre Haute","IN","Terre Haute","Vigo County",4970,704,0.0312,0.0093,-0.0409,3360
2019-10-31,"Honea Path","SC","Greenville-Anderson-Mauldin","Anderson County",4971,1020.55,-0.005,0.0097,0.0547,1466
2019-10-31,"Boonsboro","MD","Hagerstown-Martinsburg","Washington County",4972,1246.82,-0.0108,-0.0109,0.0698,3447
2019-10-31,"East Dublin","GA","Dublin","Laurens County",4973,875.34,-0.0173,-0.0213,0.0779,2732
2019-10-31,"Fennville","MI","Holland","Allegan County",4974,1192,0.039,0.0703,0.1297,3946
2019-10-31,"Bennington","NE","Omaha-Council Bluffs","Douglas County",4975,1233.27,-0.053,-0.056,-0.0676,4973
2019-10-31,"Hayden","AL","Birmingham-Hoover","Blount County",4976,1117.13,0.0169,0.0312,0.0885,2567
2019-10-31,"Kittery","ME","Portland-South Portland","York County",4977,1925.3,0.0324,0.0613,0.0601,4227
2019-10-31,"Brentwood","PA","Pittsburgh","Allegheny County",4978,907.39,0.0072,0.0148,0.0259,3576
2019-10-31,"Pineville","NC","Charlotte-Concord-Gastonia","Mecklenburg County",4979,1399.96,0.0288,0.0367,0.049,3566
2019-10-31,"Shiloh","PA","York-Hanover","York County",4980,1294.57,0.013,0.0151,0.0269,4050
2019-10-31,"Chatham","VA","Danville","Pittsylvania County",4981,1159.55,0.0367,0.044,0.0528,3024
2019-10-31,"South Strabane Township","PA","Pittsburgh","Washington County",4982,1136.34,-0.0101,0.0006,-0.0065,3669
2019-10-31,"La Riviera","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County",4983,1732.25,0.0066,0.0061,0.0114,3586
2019-10-31,"Worth","IL","Chicago-Naperville-Elgin","Cook County",4984,1341.62,-0.0091,-0.0121,-0.0341,3845
2019-10-31,"Hebron","CT","Hartford-West Hartford-East Hartford","Tolland County",4985,1631.8,0.0239,0.034,0.0062,3795
2019-10-31,"Bluffdale","UT","Salt Lake City","Salt Lake County",4986,1644.29,0.0009,0.0061,0.02,4699
2019-10-31,"West Lampeter Township","PA","Lancaster","Lancaster County",4987,1246.86,0.0044,0.0208,0.0043,3899
2019-10-31,"Mexia","TX",,"Limestone County",4988,1178.33,0.0275,0.0396,0.0158,2999
2019-10-31,"Monroe","GA","Atlanta-Sandy Springs-Roswell","Walton County",4989,1201.52,0.0443,0.1456,0.1231,9279
2019-10-31,"East Grand Forks","MN","Grand Forks","Polk County",4990,957.59,0.0259,0.0282,0.169,3320
2019-10-31,"Portland","MI","Ionia","Ionia County",4991,929.04,0.0445,0.0647,-0.241,3064
2019-10-31,"Georgetown","OH","Cincinnati","Brown County",4992,939.96,-0.0362,-0.0213,-0.0074,1838
2019-10-31,"Sleepy Hollow","NY","New York-Newark-Jersey City","Westchester County",4993,2396.02,0.0141,-0.0041,0.0003,1661
2019-10-31,"Citronelle","AL","Mobile","Mobile County",4994,857.53,0.0106,0.0172,0.0031,2331
2019-10-31,"Clarendon Hills","IL","Chicago-Naperville-Elgin","DuPage County",4995,1626.79,0.0007,0.0166,0.0058,3659
2019-10-31,"Page","AZ","Flagstaff","Coconino County",4996,1744.64,0.0246,0.0539,0.0283,1686
2019-10-31,"Hillside","IL","Chicago-Naperville-Elgin","Cook County",4997,1502.81,-0.0186,-0.0182,-0.0028,3013
2019-10-31,"Edgewood","WA","Seattle-Tacoma-Bellevue","Pierce County",4998,1690.77,0.004,0.0097,0.0336,4372
2019-10-31,"Southampton","NY","New York-Newark-Jersey City","Suffolk County",4999,21613.72,-0.0629,-0.0791,-0.0733,13537
2019-10-31,"Penn Valley","CA","Truckee-Grass Valley","Nevada County",5000,1873.06,-0.0115,-0.0067,0.0549,8663
2019-10-31,"Town Of Ballston","NY","Albany-Schenectady-Troy","Saratoga County",5001,1532.97,-0.0184,-0.011,0.0009,3976
2019-10-31,"Mound","MN","Minneapolis-St. Paul-Bloomington","Hennepin County",5002,1571.49,0.0287,0.0166,0.0122,4376
2019-10-31,"Chubbuck","ID","Pocatello","Bannock County",5003,827.84,0.0145,0.017,0.0116,4562
2019-10-31,"Claremont","NC","Hickory-Lenoir-Morganton","Catawba County",5004,877.46,-0.0233,-0.0229,-0.0195,2603
2019-10-31,"Tijeras","NM","Albuquerque","Bernalillo County",5005,1027.74,-0.0015,0.0166,-0.0554,3882
2019-10-31,"Littleton","MA","Boston-Cambridge-Newton","Middlesex County",5006,2305.23,0.0023,0.0021,0.0113,3695
2019-10-31,"North College Hill","OH","Cincinnati","Hamilton County",5007,959.45,0.0331,0.0299,0.0194,3460
2019-10-31,"Peculiar","MO","Kansas City","Cass County",5008,1296.55,0.034,0.0558,0.0082,3849
2019-10-31,"Berryville","AR",,"Carroll County",5009,864.42,0.0024,0.0092,-0.0545,3609
2019-10-31,"Pleasant Grove","AL","Birmingham-Hoover","Jefferson County",5010,796.6,-0.0492,-0.0568,-0.0809,3714
2019-10-31,"Lincoln Village","OH","Columbus","Franklin County",5011,1085.91,0.0015,0.0191,-0.0328,3413
2019-10-31,"Cape Canaveral","FL","Palm Bay-Melbourne-Titusville","Brevard County",5012,1611.61,-0.0079,-0.0131,0.0278,9403
2019-10-31,"Boulder Creek","CA","Santa Cruz-Watsonville","Santa Cruz County",5013,2829.42,-0.0006,0.0067,-0.0391,4369
2019-10-31,"Creston","IA",,"Union County",5014,814.76,0.003,-0.0111,-0.0096,4315
2019-10-31,"Fairview Township","PA","Erie","Erie County",5015,1116.72,0.0043,0.0572,0.0303,3917
2019-10-31,"Middleton","MA","Boston-Cambridge-Newton","Essex County",5016,2074.35,-0.0016,0.0154,0.0139,3526
2019-10-31,"Chelsea","AL","Birmingham-Hoover","Shelby County",5017,1425.96,0.0016,0.0057,0.1661,6209
2019-10-31,"Rye Brook","NY","New York-Newark-Jersey City","Westchester County",5018,2423.81,0.0004,-0.0089,-0.0212,3647
2019-10-31,"Chester Township","NJ","New York-Newark-Jersey City","Morris County",5019,2364.48,0.0445,0.0529,-0.0031,3614
2019-10-31,"Lyman","SC","Spartanburg","Spartanburg County",5020,1085.59,0.0018,0.0079,0.0344,4208
2019-10-31,"Willoughby Hills","OH","Cleveland-Elyria","Lake County",5021,1206.61,-0.0097,0.0143,-0.0859,2688
2019-10-31,"Bumpass","VA",,"Louisa County",5022,1377.25,0.0065,0.005,0.0092,4357
2019-10-31,"Bayfield","CO","Durango","La Plata County",5023,1574.55,0.0089,0.0102,-0.0087,4223
2019-10-31,"Rockwell","NC","Charlotte-Concord-Gastonia","Rowan County",5024,877.72,0.0001,-0.0256,-0.0089,2870
2019-10-31,"Yorkshire","VA","Washington-Arlington-Alexandria","Prince William County",5025,1874.26,0.0024,0.0122,0.0131,2832
2019-10-31,"Crete","NE",,"Saline County",5026,703.5,-0.0376,-0.0481,-0.1254,2122
2019-10-31,"Shiloh","OH","Dayton","Montgomery County",5027,849.52,0.0381,0.0645,0.0085,3789
2019-10-31,"Hollister","MO","Branson","Taney County",5028,1043.77,0.0098,0.0032,0.0221,3887
2019-10-31,"Pebble Creek","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",5029,1498.74,0.014,0.0195,0.0181,3409
2019-10-31,"Fostoria","OH","Tiffin","Seneca County",5030,934.14,0.0187,0.0408,0.0093,4916
2019-10-31,"Poplar Grove","IL","Rockford","Boone County",5031,1313.2,0.0015,0.0199,0.0174,4283
2019-10-31,"Monticello","GA","Atlanta-Sandy Springs-Roswell","Jasper County",5032,1076.78,0.0083,0.0259,0.0017,3881
2019-10-31,"Uhrichsville","OH","New Philadelphia-Dover","Tuscarawas County",5033,788.2,0.0372,0.0594,0.1194,2845
2019-10-31,"Basalt","CO","Edwards","Eagle County",5034,3674.89,0.0007,0.0008,0.1205,2910
2019-10-31,"Tabor City","NC",,"Columbus County",5035,1035.24,-0.0011,0.025,0.0288,2124
2019-10-31,"Nolensville","TN","Nashville-Davidson--Murfreesboro--Franklin","Williamson County",5036,2197.3,0.0026,0.0318,0.0808,6343
2019-10-31,"Devine","TX","San Antonio-New Braunfels","Medina County",5037,1297.77,0.0161,0.0072,0.0387,2226
2019-10-31,"Mission","KS","Kansas City","Johnson County",5038,1341.36,0.012,0.0271,0.0116,3597
2019-10-31,"Broomall","PA","Philadelphia-Camden-Wilmington","Delaware County",5039,1782.24,0.0202,0.0396,0.1079,3864
2019-10-31,"Washington","IA","Iowa City","Washington County",5040,860.82,-0.0136,-0.0183,-0.0399,3731
2019-10-31,"Joshua Tree","CA","Riverside-San Bernardino-Ontario","San Bernardino County",5041,1151.14,0.0107,0.0192,0.062,4743
2019-10-31,"Freetown","MA","Providence-Warwick","Bristol County",5042,1495.34,0.0065,0.0092,-0.0233,3502
2019-10-31,"Mt Holly Township","NJ","Philadelphia-Camden-Wilmington","Burlington County",5043,1538.65,-0.0141,-0.0039,-0.0131,3157
2019-10-31,"Conway","NH",,"Carroll County",5044,1490.38,0.0044,0.0243,0.0196,6228
2019-10-31,"Lamar","CO",,"Prowers County",5045,1431.55,0.0529,0.0658,0.0871,3205
2019-10-31,"Putnam","CT","Worcester","Windham County",5046,1264.3,0.0184,0.0326,0.0684,3162
2019-10-31,"Jacksboro","TN","Knoxville","Campbell County",5047,999.85,-0.005,-0.0034,0.0669,3393
2019-10-31,"Croydon","PA","Philadelphia-Camden-Wilmington","Bucks County",5048,1391.26,-0.0187,-0.0436,-0.0612,3117
2019-10-31,"Madeira","OH","Cincinnati","Hamilton County",5049,1348.99,0.0772,0.0622,0.0834,3414
2019-10-31,"Mascoutah","IL","St. Louis","Saint Clair County",5050,890.2,0.0245,0.0278,-0.0029,3445
2019-10-31,"Wilmer","AL","Mobile","Mobile County",5051,863.61,0.0171,0.0414,-0.0201,3206
2019-10-31,"Orange Cove","CA","Fresno","Fresno County",5052,1055.35,-0.0078,-0.0038,0.0135,1552
2019-10-31,"Salida","CA","Modesto","Stanislaus County",5053,1534.78,-0.0148,-0.0072,0.0283,4242
2019-10-31,"Denton","NC","Winston-Salem","Davidson County",5054,945.18,0.0313,0.02,0.0042,2911
2019-10-31,"Fort Salonga","NY","New York-Newark-Jersey City","Suffolk County",5055,3405.61,-0.0851,-0.1515,-0.0715,1990
2019-10-31,"Clinton","IL","Bloomington","Dewitt County",5056,1016.53,0.0302,0.0428,0.0127,3552
2019-10-31,"Lewisburg","WV",,"Greenbrier County",5057,1005.08,0.0046,-0.0179,0.0491,4397
2019-10-31,"Centerton","AR","Fayetteville-Springdale-Rogers","Benton County",5058,1096.85,0.0153,0.011,0.0231,5277
2019-10-31,"Doraville","GA","Atlanta-Sandy Springs-Roswell","Dekalb County",5059,1452.67,0.0099,0.0254,0.0996,2615
2019-10-31,"Oak Brook","IL","Chicago-Naperville-Elgin","DuPage County",5060,2409.01,0.0369,0.0536,0.1105,4574
2019-10-31,"Springfield","KY",,"Washington County",5061,889.02,0.0087,0.0169,0.0069,2538
2019-10-31,"Town Of Hastings","NY","Syracuse","Oswego County",5062,1103.74,-0.0131,0.0223,0.1076,3308
2019-10-31,"Townsend","MA","Boston-Cambridge-Newton","Middlesex County",5063,2048.08,-0.0405,-0.0283,-0.0216,3358
2019-10-31,"Eldridge","IA","Davenport-Moline-Rock Island","Scott County",5064,951.17,-0.0527,-0.055,-0.0341,4265
2019-10-31,"Maywood","NJ","New York-Newark-Jersey City","Bergen County",5065,2047.66,-0.0291,-0.0088,0.1071,2824
2019-10-31,"Bakersville","NC",,"Mitchell County",5066,1189.99,0.0173,0.0243,0.0532,3701
2019-10-31,"Clarion Township","PA",,"Clarion County",5067,685.91,0.0351,0.0345,-0.1976,1871
2019-10-31,"Town of Plattekill","NY","Kingston","Ulster County",5068,1597.9,0.0215,0.0323,-0.0306,2509
2019-10-31,"Discovery Bay","CA","San Francisco-Oakland-Hayward","Contra Costa County",5069,2476.25,-0.0048,0.0172,-0.0347,11609
2019-10-31,"Swannanoa","NC","Asheville","Buncombe County",5070,1436.44,0.0542,0.0532,0.0415,3228
2019-10-31,"Webster City","IA",,"Hamilton County",5071,900.03,0.0169,0.0105,0.0095,3474
2019-10-31,"Warsaw","MO",,"Benton County",5072,733.99,0.0167,0.0238,0.0004,5692
2019-10-31,"Richmond Heights","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",5073,1803.2,0.0051,0.0077,0.0023,3088
2019-10-31,"Brush Prairie","WA","Portland-Vancouver-Hillsboro","Clark County",5074,1719.01,-0.0027,0.0182,-0.0015,3036
2019-10-31,"Jersey Village","TX","Houston-The Woodlands-Sugar Land","Harris County",5075,1347.89,-0.0553,-0.0521,-0.0569,2257
2019-10-31,"Waterford","CA","Modesto","Stanislaus County",5076,1508.44,0.0028,0.0275,0.0382,2654
2019-10-31,"Progress","PA","Harrisburg-Carlisle","Dauphin County",5077,1030.23,0.0096,0.0269,0.0617,3336
2019-10-31,"Maquoketa","IA",,"Jackson County",5078,862.83,0.0005,-0.0042,-0.0083,3259
2019-10-31,"Capitola","CA","Santa Cruz-Watsonville","Santa Cruz County",5079,3250.15,0.0026,0.0187,0.0413,3599
2019-10-31,"Thompson","CT","Worcester","Windham County",5080,1258.51,-0.0054,-0.0081,0.0812,6257
2019-10-31,"Lake Elmo","MN","Minneapolis-St. Paul-Bloomington","Washington County",5081,2157.93,0.0039,-0.0527,-0.055,4065
2019-10-31,"Gonzales","CA","Salinas","Monterey County",5082,2278.74,0.0297,0.0345,-0.0129,1745
2019-10-31,"Frederick","CO","Greeley","Weld County",5083,1997.42,-0.0024,0.0227,0.0613,5475
2019-10-31,"Mitchell","IN","Bedford","Lawrence County",5084,890.7,-0.0221,-0.0149,0.0228,3582
2019-10-31,"Oakland","TN","Memphis","Fayette County",5085,1466.14,0.0587,0.1088,0.1271,4386
2019-10-31,"Bristol","PA","Philadelphia-Camden-Wilmington","Bucks County",5086,1517.53,-0.0075,0.0039,0.0056,3216
2019-10-31,"Kathleen","GA","Warner Robins","Houston County",5087,1290.4,-0.0204,-0.0041,0.0751,4663
2019-10-31,"Doctor Phillips","FL","Orlando-Kissimmee-Sanford","Orange County",5088,1909.2,-0.0003,0.0092,0.0181,6188
2019-10-31,"North Greenbush","NY","Albany-Schenectady-Troy","Rensselaer County",5089,1187.89,-0.0156,-0.0379,-0.0769,3019
2019-10-31,"Hurricane","UT","St. George","Washington County",5090,1444.23,0.0167,0.0185,-0.0105,7260
2019-10-31,"Leonia","NJ","New York-Newark-Jersey City","Bergen County",5091,2078.72,-0.0011,-0.0134,0.0543,2568
2019-10-31,"Presque Isle","ME",,"Aroostook County",5092,1101.93,-0.0029,0.0436,0.0346,2983
2019-10-31,"Franklin Park","PA","Pittsburgh","Allegheny County",5093,1936.73,0.0465,0.1571,0.1848,3893
2019-10-31,"Wernersville","PA","Reading","Berks County",5094,1212.23,0.0075,0.0205,-0.0171,2968
2019-10-31,"Moore Township","PA","Allentown-Bethlehem-Easton","Northampton County",5095,1319.7,0.0074,0.0129,0.0129,3481
2019-10-31,"West Manchester Township","PA","York-Hanover","York County",5096,1201.27,-0.0013,0.0058,0.0323,3122
2019-10-31,"Grafton","WV","Clarksburg","Taylor County",5097,855.83,0.0018,0.0057,-0.0156,3837
2019-10-31,"Redding","CT","Bridgeport-Stamford-Norwalk","Fairfield County",5098,2197.07,0.0134,0.0312,-0.0435,3195
2019-10-31,"Milton","WV","Huntington-Ashland","Cabell County",5099,871.36,0.022,0.0112,0.0269,3157
2019-10-31,"Greensburg","KY",,"Green County",5100,802.99,0.0019,-0.0022,-0.0242,1644
2019-10-31,"Burlington","CT","Hartford-West Hartford-East Hartford","Hartford County",5101,1386.14,0.0076,0.0068,0.014,3782
2019-10-31,"Whitwell","TN","Chattanooga","Marion County",5102,1008.58,-0.0003,-0.0018,0.0498,2631
2019-10-31,"Economy","PA","Pittsburgh","Beaver County",5103,1055.03,-0.0309,-0.0155,-0.1011,3920
2019-10-31,"Waller","WA","Seattle-Tacoma-Bellevue","Pierce County",5104,1654.65,-0.0025,0.003,0.0232,3066
2019-10-31,"Campobello","SC","Spartanburg","Spartanburg County",5105,1187.75,0.0324,0.0418,-0.0025,2756
2019-10-31,"Wellington","KS","Wichita","Sumner County",5106,754.76,0.0065,0.0161,0.028,4006
2019-10-31,"Township of Washington","NJ","New York-Newark-Jersey City","Bergen County",5107,2771.56,0.0158,0.0239,0.0112,3492
2019-10-31,"McCook","NE",,"Red Willow County",5108,886.08,0.0027,-0.0016,-0.1484,3330
2019-10-31,"Walkerton","IN",,"Starke County",5109,974.27,0.0039,0.0172,0.0206,4028
2019-10-31,"Newberry","FL","Gainesville","Alachua County",5110,1370.93,0.0418,0.0552,0.113,4780
2019-10-31,"Salem","AL","Auburn-Opelika","Lee County",5111,1114.69,0.0031,0.0087,0.0519,3006
2019-10-31,"Huron","OH","Sandusky","Erie County",5112,1255.54,0.0115,0.0441,0.0945,5209
2019-10-31,"Country Club","CA","Stockton-Lodi","San Joaquin County",5113,1528.93,-0.0007,0.0134,0.041,3711
2019-10-31,"Harleysville","PA","Philadelphia-Camden-Wilmington","Montgomery County",5114,1649.11,0.0236,0.0202,0.013,3160
2019-10-31,"Perkiomen Township","PA","Philadelphia-Camden-Wilmington","Montgomery County",5115,1511.08,-0.0056,-0.0014,0.0216,3078
2019-10-31,"Marion","AR","Memphis","Crittenden County",5116,934.06,0.0034,-0.0402,-0.0528,4154
